country,happiness_score,economy_gdp_per_capita,family,health_life_expectancy,freedom,trust_government_corruption,generosity,year,region
Finland,7.821000099182129,1.8916280269622803,1.258108377456665,0.775206446647644,0.7355902194976807,0.5336580872535706,0.10873305052518845,2022,Western Europe
Denmark,7.636199951171875,1.9525948762893677,1.2426812648773193,0.7766435146331787,0.7189184427261353,0.5320789217948914,0.1876257061958313,2022,Western Europe
Iceland,7.557499885559082,1.9357264041900635,1.3199135065078735,0.802621603012085,0.7181944847106934,0.191204234957695,0.26961612701416016,2022,Western Europe
Switzerland,7.511600017547607,2.0259697437286377,1.2260738611221313,0.8220476508140564,0.6769469380378723,0.4610044062137604,0.14682170748710632,2022,Western Europe
Netherlands,7.414899826049805,1.944577932357788,1.205848217010498,0.7867376208305359,0.650681734085083,0.4190830886363983,0.2710764706134796,2022,Western Europe
Luxembourg*,7.4039998054504395,2.209395408630371,1.1545246839523315,0.7903646230697632,0.6997277736663818,0.38811996579170227,0.12020288407802582,2022,NA
Sweden,7.384300231933594,1.9202585220336914,1.2040431499481201,0.8026081919670105,0.7237046957015991,0.5122383832931519,0.2179296463727951,2022,Western Europe
Norway,7.365099906921387,1.9971911907196045,1.239048719406128,0.7860307097434998,0.7276478409767151,0.47399914264678955,0.21664024889469147,2022,Western Europe
Israel,7.363800048828125,1.8259295225143433,1.2209957838058472,0.8176369667053223,0.5676404237747192,0.14261415600776672,0.15483763813972473,2022,Middle East and North Africa
New Zealand,7.19980001449585,1.8520405292510986,1.2346335649490356,0.7521170377731323,0.6797534227371216,0.48300281167030334,0.2446611374616623,2022,North America and ANZ
Austria,7.163000106811523,1.9313225746154785,1.1652566194534302,0.7737501859664917,0.6227887272834778,0.3291270434856415,0.1932794749736786,2022,Western Europe
Australia,7.162099838256836,1.899888515472412,1.203384280204773,0.7723036408424377,0.6764959692955017,0.3410457968711853,0.25760915875434875,2022,North America and ANZ
Ireland,7.040800094604492,2.1290323734283447,1.1656070947647095,0.7788048386573792,0.6267539262771606,0.4076792299747467,0.18968403339385986,2022,Western Europe
Germany,7.03410005569458,1.9237384796142578,1.0875364542007446,0.7759007811546326,0.5851035714149475,0.35760560631752014,0.1625509113073349,2022,Western Europe
Canada,7.025100231170654,1.8864532709121704,1.18776273727417,0.7831433415412903,0.658886194229126,0.3682062327861786,0.21696539223194122,2022,North America and ANZ
United States,6.976799964904785,1.9823453426361084,1.1816372871398926,0.6281335353851318,0.5742728114128113,0.17671221494674683,0.22004161775112152,2022,North America and ANZ
United Kingdom,6.942500114440918,1.8671802282333374,1.1430999040603638,0.7499578595161438,0.5965437293052673,0.32918664813041687,0.28907519578933716,2022,Western Europe
Czechia,6.9197998046875,1.8150155544281006,1.2600810527801514,0.7150060534477234,0.6603860259056091,0.048207007348537445,0.15846003592014313,2022,NA
Belgium,6.804999828338623,1.9072577953338623,1.1061527729034424,0.7636563181877136,0.49194300174713135,0.20354114472866058,0.0493561327457428,2022,Western Europe
France,6.686699867248535,1.8626905679702759,1.2186006307601929,0.8076454401016235,0.5671940445899963,0.2656324803829193,0.06989908218383789,2022,Western Europe
Bahrain,6.646900177001953,1.8539786338806152,1.0289300680160522,0.6248905062675476,0.6929103136062622,0.1545918583869934,0.19925999641418457,2022,Middle East and North Africa
Slovenia,6.630099773406982,1.80962073802948,1.2490571737289429,0.7694127559661865,0.6845259666442871,0.11475236713886261,0.11781401932239532,2022,Central and Eastern Europe
Costa Rica,6.581999778747559,1.5842736959457397,1.054443597793579,0.7442119717597961,0.6613852977752686,0.10240529477596283,0.0889740139245987,2022,Latin America and Caribbean
United Arab Emirates,6.576000213623047,1.998103141784668,0.9795715808868408,0.6327618956565857,0.7020320296287537,0.25044122338294983,0.2037053108215332,2022,Middle East and North Africa
Saudi Arabia,6.522799968719482,1.869549036026001,1.09208345413208,0.5768461227416992,0.6507883667945862,0.18037278950214386,0.07841826230287552,2022,Middle East and North Africa
Taiwan Province of China,6.512499809265137,1.8968870639801025,1.0952037572860718,0.7326737642288208,0.5422512888908386,0.16824042797088623,0.07503262907266617,2022,East Asia
Singapore,6.480199813842773,2.148613929748535,1.1273994445800781,0.8508744239807129,0.6715790629386902,0.5868280529975891,0.1626960039138794,2022,Southeast Asia
Romania,6.4770002365112305,1.7188928127288818,1.0061519145965576,0.6554091572761536,0.6052556037902832,0.006143508478999138,0.03927204757928848,2022,Central and Eastern Europe
Spain,6.47629976272583,1.8080835342407227,1.211014986038208,0.8083633184432983,0.5049465894699097,0.14901389181613922,0.10146153718233109,2022,Western Europe
Uruguay,6.473599910736084,1.6145362854003906,1.1796176433563232,0.6720983982086182,0.6649817228317261,0.26524412631988525,0.10261441022157669,2022,Latin America and Caribbean
Italy,6.466700077056885,1.834216833114624,1.0517305135726929,0.8011638522148132,0.4124963581562042,0.05925849825143814,0.08534713089466095,2022,Western Europe
Kosovo,6.455100059509277,1.3621175289154053,0.9493407011032104,0.5694798827171326,0.5988550186157227,0.03500910475850105,0.3091844320297241,2022,Central and Eastern Europe
Malta,6.446899890899658,1.8382794857025146,1.168923258781433,0.7889099717140198,0.6791720986366272,0.16584274172782898,0.1742989420890808,2022,Western Europe
Lithuania,6.4456000328063965,1.8039295673370361,1.203661322593689,0.6592584848403931,0.49565961956977844,0.0769382119178772,0.05324197933077812,2022,Central and Eastern Europe
Slovakia,6.390699863433838,1.736467957496643,1.231731653213501,0.7073143124580383,0.4786492884159088,0.024537771940231323,0.117824986577034,2022,Central and Eastern Europe
Estonia,6.340799808502197,1.7934857606887817,1.2323181629180908,0.7275119423866272,0.68930983543396,0.33288466930389404,0.12293189764022827,2022,Central and Eastern Europe
Panama,6.309100151062012,1.7148849964141846,1.1065844297409058,0.709470808506012,0.5923488140106201,0.05129002779722214,0.04885655641555786,2022,Latin America and Caribbean
Brazil,6.292799949645996,1.4618858098983765,1.0441974401474,0.6145867109298706,0.5463461875915527,0.13427786529064178,0.13104112446308136,2022,Latin America and Caribbean
Guatemala*,6.262199878692627,1.2736423015594482,0.8310883045196533,0.5221021771430969,0.6621544361114502,0.11478934437036514,0.11223294585943222,2022,NA
Kazakhstan,6.234099864959717,1.6679818630218506,1.2201673984527588,0.6112638115882874,0.5835369825363159,0.15714138746261597,0.1337936967611313,2022,Commonwealth of Independent States
Cyprus,6.220900058746338,1.8150652647018433,0.9093149900436401,0.8191651701927185,0.44814634323120117,0.061779703944921494,0.1233266219496727,2022,Western Europe
Latvia,6.1803998947143555,1.731594204902649,1.220850944519043,0.6374402046203613,0.5020811557769775,0.09049143642187119,0.07528442144393921,2022,Central and Eastern Europe
Serbia,6.177999973297119,1.5497493743896484,1.085569143295288,0.6583009362220764,0.5458604693412781,0.088397316634655,0.21863941848278046,2022,Central and Eastern Europe
Chile,6.171800136566162,1.6513581275939941,1.079747200012207,0.7484585046768188,0.4600219428539276,0.06859377026557922,0.12367241829633713,2022,Latin America and Caribbean
Nicaragua,6.164599895477295,1.104727864265442,1.029070258140564,0.6165152192115784,0.6167458891868591,0.2118580937385559,0.16780778765678406,2022,Latin America and Caribbean
Mexico,6.127600193023682,1.5515265464782715,0.8856733441352844,0.6230612993240356,0.6213710308074951,0.11522772908210754,0.09187618643045425,2022,Latin America and Caribbean
Croatia,6.125199794769287,1.7053600549697876,1.1832774877548218,0.7087388634681702,0.5346104502677917,0,0.10914544016122818,2022,Central and Eastern Europe
Poland,6.122799873352051,1.7575041055679321,1.1735914945602417,0.7116442322731018,0.5229921340942383,0.14011771976947784,0.12417715042829514,2022,Central and Eastern Europe
El Salvador,6.119999885559082,1.2648930549621582,0.7678723931312561,0.6068511605262756,0.6659149527549744,0.21183757483959198,0.08867558091878891,2022,Latin America and Caribbean
Kuwait*,6.106100082397461,1.903865098953247,0.9832875728607178,0.7470964789390564,0.6173350811004639,0.1466420590877533,0.08695419877767563,2022,NA
Hungary,6.085899829864502,1.747837781906128,1.2325856685638428,0.6676573753356934,0.48464435338974,0.06388397514820099,0.07769043743610382,2022,Central and Eastern Europe
Mauritius,6.071100234985352,1.5911095142364502,1.1163902282714844,0.5675454139709473,0.5894469022750854,0.10696118324995041,0.13085348904132843,2022,Sub-Saharan Africa
Uzbekistan,6.062699794769287,1.2191461324691772,1.0915559530258179,0.5997484922409058,0.7156714200973511,0.2404218465089798,0.2831294536590576,2022,Commonwealth of Independent States
Japan,6.038899898529053,1.8345048427581787,1.0893537998199463,0.8660697937011719,0.5365419387817383,0.21819579601287842,0.007166543044149876,2022,East Asia
Honduras,6.02209997177124,1.1112792491912842,0.8850036859512329,0.5545865297317505,0.5821523070335388,0.07648828625679016,0.20199593901634216,2022,Latin America and Caribbean
Portugal,6.016300201416016,1.759892225265503,1.078463077545166,0.7766397595405579,0.6546880602836609,0.03916577249765396,0.016330352053046227,2022,Western Europe
Argentina,5.9670000076293945,1.5916556119918823,1.101975917816162,0.6619763970375061,0.5553756952285767,0.08492603152990341,0.0805148184299469,2022,Latin America and Caribbean
Greece,5.948200225830078,1.7030614614486694,0.9803828001022339,0.773688793182373,0.24916474521160126,0.10833656042814255,0.014922902919352055,2022,Western Europe
South Korea,5.935100078582764,1.8510887622833252,0.8857672810554504,0.8414944410324097,0.4138626456260681,0.17606528103351593,0.111005038022995,2022,East Asia
Philippines,5.903600215911865,1.2676912546157837,0.9119067192077637,0.5139776468276978,0.6784930229187012,0.1416739821434021,0.10729134827852249,2022,Southeast Asia
Thailand,5.891200065612793,1.5350263118743896,1.0955945253372192,0.6968042850494385,0.6166512966156006,0.026037082076072693,0.3209993243217468,2022,Southeast Asia
Moldova,5.856800079345703,1.4173669815063477,1.0084724426269531,0.596850574016571,0.5612049102783203,0.02848857454955578,0.10230626910924911,2022,Commonwealth of Independent States
Jamaica,5.849599838256836,1.2958128452301025,1.0448073148727417,0.6461374759674072,0.5668863654136658,0.05267925187945366,0.0796772912144661,2022,Latin America and Caribbean
Kyrgyzstan,5.828499794006348,1.0685728788375854,1.109461784362793,0.6379151344299316,0.6930596232414246,0.024779101833701134,0.2081545740365982,2022,Commonwealth of Independent States
Belarus*,5.821499824523926,1.5619453191757202,1.1565419435501099,0.6288302540779114,0.3418358862400055,0.2820110619068146,0.03955039754509926,2022,NA
Colombia,5.780600070953369,1.451734185218811,0.9286164045333862,0.720436155796051,0.5450152158737183,0.07672437280416489,0.0871150940656662,2022,Latin America and Caribbean
Bosnia and Herzegovina,5.76800012588501,1.4682552814483643,1.0680179595947266,0.6648434996604919,0.4481370151042938,0.005504802335053682,0.2439352571964264,2022,Central and Eastern Europe
Mongolia,5.760700225830078,1.3929768800735474,1.1974509954452515,0.4672314524650574,0.39782682061195374,0.059239357709884644,0.24714121222496033,2022,East Asia
Dominican Republic,5.737199783325195,1.5375359058380127,1.002897024154663,0.5767497420310974,0.606073796749115,0.17866824567317963,0.08404497057199478,2022,Latin America and Caribbean
Malaysia,5.711299896240234,1.68926203250885,0.9376586079597473,0.6198279857635498,0.6542719006538391,0.12564919888973236,0.21315805613994598,2022,Southeast Asia
Bolivia,5.600299835205078,1.2558046579360962,0.8798621296882629,0.5552874207496643,0.6268607378005981,0.06418066471815109,0.11162987351417542,2022,Latin America and Caribbean
China,5.585299968719482,1.5084460973739624,0.9583731293678284,0.7045094966888428,0.656482458114624,0.14225631952285767,0.09929051250219345,2022,East Asia
Paraguay,5.5782999992370605,1.4085841178894043,1.1302772760391235,0.6244637966156006,0.6288774609565735,0.05936434492468834,0.1712423712015152,2022,Latin America and Caribbean
Peru,5.559100151062012,1.3974946737289429,0.8646109104156494,0.7348531484603882,0.5452592372894287,0.0369969941675663,0.08959510177373886,2022,Latin America and Caribbean
Montenegro,5.546800136566162,1.5733555555343628,1.0233640670776367,0.6590551137924194,0.46023014187812805,0.07701002061367035,0.1347978413105011,2022,Central and Eastern Europe
Ecuador,5.533299922943115,1.3516987562179565,0.87916100025177,0.708149254322052,0.5647234916687012,0.08311454206705093,0.08032120764255524,2022,Latin America and Caribbean
Vietnam,5.485000133514404,1.2522993087768555,0.9315484166145325,0.6108152866363525,0.7069714069366455,0.10533768683671951,0.1429642289876938,2022,Southeast Asia
Turkmenistan*,5.474299907684326,1.4843127727508545,1.3189550638198853,0.5163330435752869,0.6489843726158142,0.03160462900996208,0.3142988681793213,2022,NA
North Cyprus*,5.466599941253662,1.8150652647018433,0.8880544304847717,0.8191651701927185,0.5226932764053345,0.21303285658359528,0.13026630878448486,2022,NA
Russia,5.458600044250488,1.6847054958343506,1.0951956510543823,0.5862349271774292,0.40140166878700256,0.07982023805379868,0.11722828447818756,2022,Commonwealth of Independent States
Hong Kong S.A.R. of China,5.424799919128418,1.957329511642456,0.9542672038078308,0.9418286681175232,0.4003404676914215,0.3827511966228485,0.14672236144542694,2022,East Asia
Armenia,5.398600101470947,1.4341225624084473,0.8199043869972229,0.6681329011917114,0.5576069951057434,0.20990130305290222,0.05449013039469719,2022,Commonwealth of Independent States
Tajikistan,5.377099990844727,0.9664257168769836,1.0051751136779785,0.517663836479187,0.571535587310791,0.3039129674434662,0.11757739633321762,2022,Commonwealth of Independent States
Nepal,5.376500129699707,0.9844930171966553,0.7837649583816528,0.49922800064086914,0.5185115337371826,0.12980405986309052,0.23675592243671417,2022,South Asia
Bulgaria,5.3709001541137695,1.6249457597732544,1.1628960371017456,0.6403149962425232,0.562840461730957,0.021221140399575233,0.12327451258897781,2022,Central and Eastern Europe
Libya*,5.3302001953125,1.475775957107544,0.9425937533378601,0.6057538390159607,0.4765428602695465,0.17943421006202698,0.10595910251140594,2022,NA
Indonesia,5.23960018157959,1.3819719552993774,0.882904052734375,0.5392173528671265,0.6202617883682251,0.047294192016124725,0.4679258465766907,2022,Southeast Asia
Ivory Coast,5.234600067138672,1.094041109085083,0.4424029290676117,0.32237568497657776,0.4510815739631653,0.12370319664478302,0.1489081233739853,2022,Sub-Saharan Africa
North Macedonia,5.198999881744385,1.5046250820159912,0.8626294136047363,0.6373797059059143,0.48750039935112,0.03100176528096199,0.2151232212781906,2022,Central and Eastern Europe
Albania,5.198800086975098,1.4385340213775635,0.6457356810569763,0.7189506888389587,0.5109162330627441,0.028380626812577248,0.13838626444339752,2022,Central and Eastern Europe
South Africa,5.193900108337402,1.424950122833252,1.0882340669631958,0.36124831438064575,0.4421205520629883,0.04603973403573036,0.08886580914258957,2022,Sub-Saharan Africa
Azerbaijan*,5.173399925231934,1.4579789638519287,1.0930347442626953,0.5596011877059937,0.6008951663970947,0.34066101908683777,0.02342911623418331,2022,NA
Gambia*,5.163599967956543,0.7848303318023682,0.6205543279647827,0.36922144889831543,0.3673870265483856,0.10253199934959412,0.38803157210350037,2022,NA
Bangladesh,5.1554999351501465,1.0602563619613647,0.6137131452560425,0.5806912779808044,0.6222731471061707,0.1867043673992157,0.12493634223937988,2022,South Asia
